0,1,2,3,4,5,6,7,8,9
0.0,0.3791485780605759,0.1243975212302042,0.1243975212302042,0.8756024787697958,0.20457851362818363,0.440614299100765,0.1243975212302042,0.7581101508434477,0.8756024787697958
0.0,0.0,0.10467706013363028,0.0,0.03740648379052373,0.0,1.0,0.6631016042780749,1.0,0.024347826086956525
0.0,0.9449162267615331,0.9449162267615331,0.5317425740669223,0.6706020122976927,0.40678986510575976,0.055083773238466874,0.9449162267615331,0.24609991812497017,0.055083773238466874
0.0,0.11452834519164558,0.8297923675032319,0.19086087636524068,0.48896292662880336,0.4824215458758926,0.11452834519164558,0.8360064141666433,0.18928577142387393,0.1306890461127022
0.0,0.7796649070461324,0.4233174682933485,0.24673077530960552,0.36320605417830204,0.22033509295386755,0.7276554507813571,0.5373520728215335,0.7796649070461324,0.49792577661134985
0.0,0.7179447111276056,0.7644309926989462,0.8668808813403716,0.6374544474251596,0.6490159575930948,0.8538785172741777,0.517281950859088,0.8028738668730326,0.8373156639490672
0.0,0.8936170212765957,0.8574610244988864,0.4011976047904191,0.7730673316708229,1.0,0.9444444444444444,0.7707219251336899,0.9943007452871547,0.9773913043478261
0.0,0.7796649070461324,0.6950323903423463,0.7796649070461324,0.7796649070461324,0.7426278700090954,0.760752377495305,0.3535285434097688,0.6805855558843613,0.7066214287852629
0.0,0.48365473673244463,0.44855704130209506,0.6467753041083312,0.32757330909586224,0.6467753041083312,0.2909833419333903,0.3814009725575291,0.3433995917014921,0.3928622606300703
0.0,0.5953849434430938,0.4863167224950453,0.2302853553851671,0.21438142078817213,0.6733991278402569,0.610751373703141,0.4498028711557649,0.34284235449523276,0.6733991278402569
0.0,0.35677812015229415,0.5340830846913013,0.4659169153086987,0.3013283866303945,0.5340830846913013,0.44306653622794434,0.0009948493971836392,0.24298269012751345,0.4993004759956491
0.0,0.24417705591556413,0.25608689495898607,0.08458135370296804,0.045860789843156446,0.44985081478081235,0.37301866348057594,0.0882507894972625,0.195137969537498,0.43245951043298625
0.0,0.3917833371585952,0.14011295853944156,0.3917833371585952,0.3892895715725603,0.3917833371585952,0.2901284908228978,0.3976551655152017,0.1931862306263725,0.3309137719412039
