0,1,2,3,4,5,6,7,8,9
0.1243975212302042,0.5035460992907801,0.0,0.0,1.0,0.32897603485838783,0.5650118203309692,0.0,0.8825076720736519,1.0
0.0,0.0,0.10467706013363028,0.0,0.03740648379052373,0.0,1.0,0.6631016042780749,1.0,0.024347826086956525
0.055083773238466874,1.0,1.0,0.5868263473053892,0.7256857855361596,0.4618736383442266,0.0,1.0,0.30118369136343703,0.0
0.11452834519164558,0.0,0.9443207126948775,0.30538922155688625,0.6034912718204489,0.5969498910675382,0.0,0.9505347593582889,0.3038141166155195,0.2452173913043478
0.7796649070461324,0.0,0.35634743875278396,0.5329341317365269,0.4164588528678304,1.0,0.052009456264775406,0.24231283422459896,0.0,0.2817391304347826
0.8668808813403716,0.14893617021276595,0.10244988864142539,0.0,0.22942643391521197,0.2178649237472767,0.013002364066193851,0.3495989304812835,0.06400701446733888,0.02956521739130435
1.0,0.10638297872340426,0.14253897550111358,0.5988023952095809,0.2269326683291771,0.0,0.055555555555555546,0.22927807486631016,0.005699254712845238,0.022608695652173914
0.7796649070461324,0.0,0.08463251670378619,0.0,0.0,0.03703703703703704,0.018912529550827423,0.42613636363636365,0.09907935116177113,0.07304347826086956
0.6467753041083312,0.16312056737588654,0.19821826280623608,0.0,0.31920199501246893,0.0,0.35579196217494086,0.2653743315508021,0.3033757124068391,0.2539130434782609
0.6733991278402569,0.07801418439716312,0.18708240534521156,0.4431137724550898,0.887780548628429,0.0,0.06264775413711583,0.22359625668449198,0.33055677334502415,0.0
0.5340830846913013,0.1773049645390071,0.0,1.0,0.8354114713216958,0.0,0.09101654846335697,0.5330882352941176,0.29110039456378783,0.034782608695652174
0.44985081478081235,0.20567375886524822,0.19376391982182628,0.3652694610778443,0.4039900249376559,0.0,0.0768321513002364,0.5381016042780749,0.25471284524331433,0.017391304347826087
0.3917833371585952,0.0,0.25167037861915365,0.0,0.0024937655860349153,0.0,0.1016548463356974,0.7894385026737969,0.1985971065322227,0.0608695652173913
